CustomerID,Age,Gender,Income,Location,ContractType,PaymentMethod,MonthlyCharges,TotalCharges,Tenure,CallMinutes,DataUsage,ServiceCalls,SatisfactionScore,MultipleLines,InternetService,OnlineSecurity,TechSupport,StreamingTV,StreamingMovies,Churn
CID000414,59,Male,20900.0,Urban,Month-to-Month,Credit card,91.57,365.93,4,56.0,5.0,3,4.0,No,DSL,No,No,No,Yes,No
CID000415,44,Male,47800.0,Urban,One Year,Credit card,68.12,70.22,1,181.0,9.4,3,,No,DSL,No,No,Yes,Yes,Yes
CID000416,28,Female,152500.0,Urban,Month-to-Month,Bank transfer,92.34,2280.0,25,201.0,12.4,2,,Yes,No,No,No,No,No,Yes
CID000417,63,Male,118500.0,Rural,One Year,Electronic check,44.54,43.11,1,185.0,45.1,2,3.0,Yes,No,No,No,No,No,No
CID000418,41,Male,77500.0,Suburban,Month-to-Month,Electronic check,42.09,587.19,14,152.0,1.4,0,4.0,Yes,Fiber optic,No,No,No,Yes,No
CID000419,57,Male,20900.0,Urban,Month-to-Month,Credit card,105.14,2412.54,23,198.0,33.1,4,1.0,No,DSL,Yes,No,No,Yes,No
CID000420,41,Male,57800.0,Urban,Two Year,Electronic check,42.0,2118.31,53,218.0,60.9,1,4.0,Yes,DSL,No,No,No,Yes,No
CID000421,70,Female,39600.0,Suburban,Month-to-Month,Electronic check,71.91,2259.34,33,146.0,2.1,3,4.0,No,Fiber optic,No,No,No,No,No
CID000422,66,Female,75500.0,Suburban,Month-to-Month,Mailed check,54.73,1872.96,35,296.0,39.1,5,3.0,No,DSL,No,Yes,Yes,No,Yes
CID000423,36,Other,,Urban,Month-to-Month,Electronic check,53.56,4004.19,73,253.0,2.8,1,4.0,No,Fiber optic,Yes,No,Yes,Yes,No
CID000424,54,Male,,Rural,One Year,Electronic check,68.92,815.96,12,153.0,82.3,1,5.0,No,Fiber optic,Yes,Yes,Yes,No,No
CID000425,49,Male,14100.0,Urban,Month-to-Month,Bank transfer,67.43,65.48,1,206.0,42.2,2,3.0,No,Fiber optic,Yes,No,No,No,No
CID000426,60,Male,140800.0,Urban,Month-to-Month,Electronic check,96.27,4071.94,44,123.0,29.7,1,,Yes,No,No,No,No,No,No
CID000427,25,Male,45300.0,Urban,One Year,Electronic check,33.24,2210.71,68,283.0,20.0,1,,Yes,No,No,No,No,No,No
CID000428,50,Male,66800.0,Suburban,Month-to-Month,Mailed check,69.64,3753.58,54,207.0,,3,,No,DSL,No,No,No,No,No
CID000429,55,Female,59800.0,Urban,One Year,Electronic check,52.33,251.01,5,,3.2,0,2.0,No,Fiber optic,No,Yes,No,No,No
CID000430,18,Female,28400.0,Urban,Month-to-Month,Bank transfer,65.09,1052.86,17,198.0,3.2,0,4.0,Yes,No,No,No,No,No,Yes
CID000431,22,Female,24800.0,Urban,Month-to-Month,Electronic check,66.48,2816.1,44,197.0,43.2,0,3.0,No,No,No,No,No,No,No
CID000432,18,Male,29600.0,Suburban,One Year,Bank transfer,69.65,71.31,1,99.0,16.5,2,5.0,No,Fiber optic,No,No,No,No,No
CID000433,35,Female,36100.0,Urban,One Year,Mailed check,57.22,3763.8,66,164.0,46.6,2,2.0,No,No,No,No,No,No,Yes
CID000434,50,Male,77400.0,Urban,One Year,Mailed check,57.37,513.5,9,320.0,12.4,1,1.0,No,No,No,No,No,No,No
CID000435,62,Male,34300.0,Urban,One Year,Electronic check,86.13,737.94,9,457.0,15.0,0,4.0,Yes,Fiber optic,No,No,Yes,No,No
CID000436,41,Female,203300.0,Urban,Month-to-Month,Electronic check,45.6,3818.08,82,125.0,,2,5.0,Yes,Fiber optic,Yes,No,Yes,No,No
CID000437,64,Female,122900.0,Suburban,Month-to-Month,Credit card,48.28,1545.75,33,107.0,75.3,2,4.0,No,Fiber optic,No,Yes,No,No,Yes
CID000438,19,Male,105400.0,Urban,Month-to-Month,Electronic check,107.15,205.53,2,154.0,15.6,1,4.0,Yes,DSL,No,Yes,No,Yes,No
CID000439,18,Male,55100.0,Urban,Two Year,Bank transfer,67.09,416.31,6,241.0,35.2,4,4.0,No,Fiber optic,No,Yes,Yes,No,No
CID000440,39,Male,172800.0,Suburban,Two Year,Credit card,32.07,1088.81,34,252.0,29.8,1,4.0,Yes,No,No,No,No,No,Yes
CID000441,45,Female,51400.0,Urban,Two Year,Bank transfer,71.43,73.21,1,,6.7,3,,No,Fiber optic,No,No,No,No,No
CID000442,39,Male,,Urban,Month-to-Month,Electronic check,81.58,1852.53,22,39.0,61.3,1,5.0,No,Fiber optic,Yes,No,Yes,Yes,No
CID000443,18,Other,67400.0,Urban,Month-to-Month,Electronic check,55.83,350.54,6,162.0,19.7,3,5.0,Yes,Fiber optic,Yes,No,Yes,No,No
CID000444,38,Male,97900.0,Rural,One Year,Credit card,60.08,669.06,11,142.0,48.4,0,3.0,No,Fiber optic,No,No,Yes,No,No
CID000445,20,Male,93500.0,Suburban,One Year,Bank transfer,53.56,2357.39,46,270.0,44.6,0,,No,Fiber optic,Yes,Yes,No,No,No
CID000446,50,Male,,Rural,One Year,Bank transfer,60.01,2414.25,40,233.0,1.5,2,4.0,Yes,DSL,No,No,Yes,No,No
CID000447,45,Female,,Rural,One Year,Mailed check,53.78,968.96,18,274.0,24.2,0,5.0,No,Fiber optic,Yes,No,No,No,No
CID000448,25,Male,93700.0,Rural,Month-to-Month,Credit card,46.45,3240.83,73,102.0,38.9,2,5.0,Yes,Fiber optic,No,Yes,Yes,No,No
CID000449,32,Female,98800.0,Suburban,Month-to-Month,Bank transfer,43.56,170.87,4,83.0,59.2,1,2.0,No,DSL,No,No,No,Yes,Yes
CID000450,24,Female,45500.0,Suburban,Month-to-Month,Electronic check,74.3,2724.96,37,180.0,17.6,1,4.0,Yes,Fiber optic,No,No,No,No,No
CID000451,39,Female,19700.0,Urban,Month-to-Month,Bank transfer,53.99,3807.65,73,154.0,34.7,1,5.0,No,DSL,Yes,No,Yes,No,Yes
CID000452,54,Female,51800.0,Urban,Month-to-Month,Mailed check,41.53,2013.98,51,77.0,87.4,1,5.0,Yes,Fiber optic,No,No,No,No,No
CID000453,25,Female,92600.0,Suburban,Month-to-Month,Electronic check,80.63,7029.67,85,156.0,44.0,3,2.0,No,DSL,No,No,Yes,Yes,Yes
CID000454,47,Female,211900.0,Rural,Month-to-Month,Credit card,80.42,832.48,10,82.0,48.2,1,4.0,No,No,No,No,No,No,No
CID000455,32,Female,25900.0,Suburban,One Year,Electronic check,67.82,131.97,2,76.0,13.1,2,4.0,No,No,No,No,No,No,No
CID000456,28,Male,44400.0,Suburban,Two Year,Mailed check,50.78,2075.19,43,156.0,2.4,1,1.0,No,No,No,No,No,No,No
CID000457,38,Male,45600.0,Suburban,One Year,Electronic check,46.85,2287.81,47,121.0,84.6,1,5.0,Yes,DSL,Yes,No,No,No,No
CID000458,24,Male,154700.0,Urban,Month-to-Month,Electronic check,94.07,996.89,11,159.0,29.8,2,2.0,Yes,DSL,No,No,No,Yes,Yes
CID000459,31,Male,58400.0,Urban,Month-to-Month,Mailed check,87.63,86.78,1,99.0,4.7,2,,No,Fiber optic,No,No,No,No,Yes
CID000460,22,Male,31700.0,Suburban,Month-to-Month,Credit card,114.59,1243.6,11,183.0,91.1,0,1.0,No,No,No,No,No,No,Yes
CID000461,69,Female,,Urban,Two Year,Mailed check,62.6,302.49,5,135.0,31.5,2,,Yes,Fiber optic,Yes,No,Yes,No,No
CID000462,40,Male,,Suburban,Month-to-Month,Electronic check,76.37,77.12,1,242.0,2.4,1,,Yes,Fiber optic,No,No,No,Yes,No
CID000463,29,Male,25400.0,Rural,Month-to-Month,Bank transfer,105.33,6364.83,58,177.0,4.7,1,3.0,Yes,No,No,No,No,No,No
CID000464,43,Female,32100.0,Rural,One Year,Electronic check,61.11,367.16,6,74.0,50.1,2,4.0,No,Fiber optic,Yes,Yes,No,No,Yes
CID000465,38,Male,201600.0,Urban,Month-to-Month,Electronic check,71.64,2025.75,27,250.0,76.9,1,3.0,No,Fiber optic,Yes,No,Yes,No,No
CID000466,36,Male,78400.0,Rural,Two Year,Electronic check,49.53,3263.89,68,155.0,11.3,0,2.0,No,Fiber optic,No,No,No,Yes,Yes
CID000467,49,Male,64600.0,Urban,Month-to-Month,Electronic check,59.92,620.08,10,200.0,13.3,0,3.0,Yes,Fiber optic,No,Yes,No,Yes,No
CID000468,51,Male,50300.0,Urban,Month-to-Month,Mailed check,114.51,7597.39,68,342.0,12.6,3,,Yes,Fiber optic,No,No,No,Yes,Yes
CID000469,32,Male,73500.0,Suburban,Month-to-Month,Mailed check,53.38,3383.15,65,253.0,45.1,3,3.0,Yes,Fiber optic,Yes,No,Yes,Yes,No
CID000470,31,Female,72900.0,Urban,Two Year,Electronic check,33.42,257.14,8,245.0,15.1,0,,Yes,No,No,No,No,No,No
CID000471,35,Female,73500.0,Urban,Two Year,Credit card,45.34,751.82,16,199.0,11.8,1,4.0,No,DSL,Yes,No,Yes,Yes,Yes
CID000472,18,Male,64900.0,Urban,Month-to-Month,Electronic check,77.31,395.25,5,200.0,24.3,5,5.0,Yes,No,No,No,No,No,Yes
CID000473,18,Male,110000.0,Suburban,Month-to-Month,Credit card,59.18,1106.62,19,157.0,16.9,0,1.0,No,DSL,No,No,No,No,No
CID000474,60,Male,60900.0,Urban,Month-to-Month,Bank transfer,62.89,929.14,15,231.0,19.1,0,,Yes,Fiber optic,No,No,Yes,No,Yes
CID000475,64,Female,30200.0,Suburban,Two Year,Electronic check,30.79,350.37,11,157.0,13.1,1,5.0,Yes,No,No,No,No,No,No
CID000476,36,Male,39000.0,Suburban,One Year,Credit card,41.26,3183.79,74,203.0,15.4,0,4.0,Yes,Fiber optic,No,No,Yes,No,No
CID000477,48,Male,15000.0,Suburban,One Year,Electronic check,40.23,1422.47,35,190.0,0.9,1,5.0,No,DSL,No,No,No,Yes,No
CID000478,44,Female,247400.0,Rural,Month-to-Month,Mailed check,86.75,2836.08,33,364.0,65.0,1,2.0,No,DSL,Yes,No,No,No,No
CID000479,85,Male,109500.0,Urban,Month-to-Month,Electronic check,41.98,120.31,3,399.0,0.8,4,5.0,Yes,Fiber optic,No,No,No,Yes,Yes
CID000480,56,Male,33500.0,Urban,Month-to-Month,Bank transfer,57.0,713.33,13,230.0,37.0,2,5.0,Yes,No,No,No,No,No,No
CID000481,38,Male,,Urban,One Year,Mailed check,57.16,716.46,13,500.0,8.9,2,5.0,No,Fiber optic,Yes,Yes,No,No,No
CID000482,25,Female,38300.0,Urban,Two Year,Electronic check,39.21,38.33,1,346.0,3.0,1,5.0,No,Fiber optic,No,No,Yes,No,No
CID000483,18,Female,176300.0,Suburban,Month-to-Month,Electronic check,75.52,1989.5,27,119.0,23.5,3,4.0,No,No,No,No,No,No,No
CID000484,43,Female,22200.0,Urban,Month-to-Month,Bank transfer,79.0,238.02,3,278.0,30.7,4,3.0,Yes,DSL,Yes,No,No,No,Yes
CID000485,28,Male,64900.0,Urban,Month-to-Month,Electronic check,99.24,6115.19,59,376.0,24.9,1,4.0,No,Fiber optic,No,No,No,No,No
CID000486,18,Female,55500.0,Suburban,Month-to-Month,Electronic check,70.05,435.5,6,124.0,21.5,1,2.0,No,DSL,No,No,No,No,No
CID000487,30,Female,106800.0,Suburban,Two Year,Mailed check,28.84,259.8,9,251.0,19.2,1,4.0,No,Fiber optic,No,No,No,No,No
CID000488,23,Female,55700.0,Suburban,Month-to-Month,Credit card,58.46,3449.56,62,102.0,19.5,0,3.0,No,DSL,No,No,Yes,No,No
CID000489,65,Male,,Rural,One Year,Electronic check,55.73,266.62,5,157.0,50.1,3,5.0,No,Fiber optic,Yes,No,Yes,Yes,No
CID000490,53,Female,50200.0,Suburban,One Year,Electronic check,79.33,739.7,9,115.0,2.4,2,4.0,No,Fiber optic,No,Yes,No,Yes,No
CID000491,39,Male,30300.0,Suburban,One Year,Credit card,56.57,166.04,3,184.0,4.3,4,2.0,Yes,No,No,No,No,No,Yes
CID000492,62,Male,63300.0,Urban,Two Year,Electronic check,54.07,2760.49,52,455.0,41.9,3,1.0,No,Fiber optic,Yes,Yes,No,Yes,Yes
CID000493,41,Female,163400.0,Rural,One Year,Bank transfer,55.46,160.39,3,291.0,9.0,1,4.0,No,Fiber optic,No,Yes,Yes,Yes,No
CID000494,27,Male,17700.0,Suburban,Two Year,Credit card,55.41,700.39,13,191.0,36.9,1,2.0,Yes,Fiber optic,Yes,Yes,No,No,No
CID000495,62,Female,34200.0,Urban,Month-to-Month,Credit card,57.38,391.51,7,87.0,10.9,2,4.0,No,DSL,Yes,Yes,Yes,Yes,No
CID000496,48,Male,40700.0,Urban,One Year,Electronic check,34.91,415.24,12,218.0,,2,,No,Fiber optic,Yes,No,No,No,No
CID000497,24,Female,45800.0,Suburban,One Year,Electronic check,20.57,83.29,4,304.0,8.3,0,5.0,No,DSL,No,No,Yes,No,No
CID000498,37,Female,100500.0,Rural,Month-to-Month,Electronic check,80.17,947.91,12,180.0,13.9,1,4.0,Yes,Fiber optic,Yes,No,No,No,Yes
CID000499,26,Female,53000.0,Urban,One Year,Credit card,64.92,3423.51,53,249.0,4.3,2,5.0,Yes,DSL,Yes,No,No,No,No
CID000500,19,Male,80100.0,Urban,One Year,Credit card,66.03,4475.07,70,110.0,27.5,0,4.0,No,Fiber optic,No,No,No,No,No
CID000501,53,Male,38600.0,Rural,One Year,Electronic check,61.78,59.04,1,185.0,12.9,4,5.0,No,DSL,Yes,No,Yes,No,No
CID000502,68,Female,70300.0,Rural,Month-to-Month,Bank transfer,30.78,60.63,2,165.0,70.8,1,,No,DSL,Yes,No,No,Yes,No
CID000503,19,Male,103200.0,Urban,One Year,Credit card,50.3,432.89,9,313.0,0.4,1,4.0,Yes,No,No,No,No,No,No
CID000504,48,Female,35900.0,Urban,Month-to-Month,Electronic check,67.99,66.63,1,177.0,12.3,3,,Yes,No,No,No,No,No,No
CID000505,30,Female,103500.0,Suburban,One Year,Electronic check,49.05,101.41,2,125.0,0.6,1,4.0,No,Fiber optic,No,Yes,Yes,Yes,No
CID000506,32,Male,62100.0,Urban,Month-to-Month,Electronic check,81.38,5139.01,64,91.0,10.0,2,2.0,No,No,No,No,No,No,No
CID000507,31,Male,124500.0,Rural,Month-to-Month,Mailed check,66.9,3955.72,61,,12.0,1,4.0,No,Fiber optic,Yes,No,No,No,No
CID000508,27,Male,52000.0,Urban,Month-to-Month,Credit card,83.16,778.53,9,226.0,7.5,0,5.0,Yes,Fiber optic,Yes,Yes,No,Yes,No
CID000509,40,Female,78200.0,Urban,Month-to-Month,Credit card,93.1,5663.84,60,180.0,7.4,1,5.0,No,DSL,Yes,No,No,No,Yes
CID000510,27,Male,58200.0,Urban,Month-to-Month,Electronic check,78.87,1406.25,17,289.0,7.5,1,,No,No,No,No,No,No,No
CID000511,44,Male,56000.0,Urban,Month-to-Month,Electronic check,73.38,6544.2,91,148.0,7.7,0,5.0,Yes,DSL,No,No,Yes,Yes,No
CID000512,39,Male,71800.0,Urban,One Year,Mailed check,40.29,390.83,10,228.0,8.3,2,3.0,No,Fiber optic,No,No,Yes,Yes,No
CID000513,36,Female,87200.0,Urban,One Year,Credit card,60.89,1431.83,24,251.0,47.6,0,2.0,Yes,No,No,No,No,No,No
CID000514,26,Male,,Suburban,Month-to-Month,Bank transfer,37.94,391.26,10,175.0,1.0,2,4.0,Yes,Fiber optic,Yes,No,No,No,No
CID000515,31,Male,163300.0,Urban,Month-to-Month,Mailed check,45.87,177.09,4,,112.5,1,,No,Fiber optic,Yes,No,No,Yes,No
CID000516,51,Female,16300.0,Rural,Month-to-Month,Bank transfer,75.79,4060.52,55,130.0,8.3,0,4.0,No,DSL,No,Yes,Yes,No,No
CID000517,47,Female,37100.0,Urban,One Year,Electronic check,41.02,41.85,1,346.0,0.7,2,4.0,Yes,Fiber optic,No,Yes,No,Yes,No
CID000518,25,Female,56100.0,Suburban,Month-to-Month,Mailed check,115.37,2007.97,17,261.0,4.8,1,5.0,No,DSL,Yes,Yes,No,Yes,No
CID000519,41,Male,79900.0,Urban,Month-to-Month,Credit card,88.27,4246.73,46,171.0,71.1,1,4.0,No,Fiber optic,Yes,No,Yes,No,No
CID000520,51,Male,180500.0,Urban,Month-to-Month,Electronic check,70.99,4538.31,61,80.0,,2,5.0,Yes,Fiber optic,Yes,No,No,No,Yes
CID000521,18,Female,16300.0,Suburban,Month-to-Month,Mailed check,15.0,60.98,4,335.0,7.1,2,3.0,No,DSL,Yes,No,No,Yes,No
CID000522,48,Male,42000.0,Suburban,Month-to-Month,Electronic check,32.04,94.8,3,193.0,6.4,0,2.0,No,Fiber optic,No,No,No,No,No
CID000523,30,Female,13500.0,Suburban,Month-to-Month,Mailed check,115.58,115.04,1,342.0,45.2,2,1.0,No,No,No,No,No,No,No
CID000524,48,Female,61200.0,Suburban,One Year,Bank transfer,51.78,514.66,10,154.0,61.4,4,5.0,No,DSL,No,Yes,No,Yes,No
CID000525,28,Male,72400.0,Suburban,One Year,Bank transfer,77.75,76.87,1,55.0,26.3,2,5.0,No,Fiber optic,Yes,Yes,No,Yes,No
CID000526,18,Female,182300.0,Urban,Month-to-Month,Credit card,59.59,1641.53,28,259.0,68.7,0,3.0,No,Fiber optic,No,No,No,No,No
CID000527,18,Female,65100.0,Rural,One Year,Electronic check,45.01,87.03,2,64.0,74.9,0,4.0,No,Fiber optic,No,No,Yes,No,No
CID000528,40,Male,124300.0,Suburban,Month-to-Month,Mailed check,48.67,2496.97,52,277.0,35.6,0,2.0,Yes,DSL,Yes,No,Yes,No,No
CID000529,43,Female,90100.0,Rural,Two Year,Electronic check,34.65,834.35,23,172.0,10.7,4,4.0,No,No,No,No,No,No,No
CID000530,26,Male,44100.0,Rural,Month-to-Month,Credit card,81.35,5489.82,65,259.0,4.0,0,5.0,Yes,No,No,No,No,No,No
CID000531,49,Male,22300.0,Urban,One Year,Electronic check,65.71,2792.2,42,282.0,18.2,3,5.0,Yes,Fiber optic,No,No,No,Yes,No
CID000532,18,Male,72600.0,Urban,One Year,Credit card,51.89,50.3,1,500.0,8.5,4,,No,No,No,No,No,No,No
CID000533,39,Female,21100.0,Suburban,Month-to-Month,Electronic check,28.49,1537.58,52,333.0,3.2,3,5.0,Yes,DSL,No,Yes,Yes,Yes,No
CID000534,21,Female,148200.0,Suburban,Two Year,Electronic check,47.5,372.85,8,135.0,12.5,0,,No,DSL,No,No,Yes,No,No
CID000535,30,Female,53500.0,Suburban,Month-to-Month,Electronic check,81.21,81.58,1,93.0,16.3,2,5.0,No,DSL,No,No,No,No,Yes
CID000536,40,Male,,Suburban,One Year,Credit card,93.14,2521.36,26,152.0,,1,5.0,No,DSL,Yes,Yes,No,Yes,No
CID000537,27,Female,42800.0,Urban,Month-to-Month,Electronic check,90.49,978.94,11,141.0,6.2,0,,Yes,DSL,Yes,No,Yes,Yes,No
CID000538,34,Male,72300.0,Urban,Month-to-Month,Electronic check,73.84,307.57,4,236.0,50.7,0,4.0,No,Fiber optic,Yes,No,No,Yes,Yes
CID000539,55,Female,69300.0,Urban,Month-to-Month,Electronic check,53.09,413.47,8,132.0,5.1,2,,No,Fiber optic,No,No,No,Yes,No
CID000540,31,Male,58000.0,Suburban,Month-to-Month,Electronic check,94.93,297.0,3,123.0,147.2,1,5.0,No,DSL,Yes,No,No,No,Yes
CID000541,52,Male,44200.0,Suburban,Month-to-Month,Electronic check,72.29,2280.59,32,148.0,20.3,0,2.0,No,DSL,No,Yes,No,No,Yes
CID000542,23,Male,78800.0,Urban,Month-to-Month,Mailed check,73.17,5202.18,72,,4.0,1,4.0,No,DSL,Yes,No,No,No,No
CID000543,47,Female,31300.0,Suburban,One Year,Electronic check,77.71,546.85,7,204.0,45.0,4,2.0,Yes,Fiber optic,Yes,No,No,Yes,Yes
CID000544,61,Male,25700.0,Urban,Month-to-Month,Mailed check,65.13,192.4,3,362.0,7.3,1,5.0,No,Fiber optic,Yes,No,No,No,No
CID000545,18,Female,142900.0,Urban,Month-to-Month,Electronic check,87.94,1487.5,17,140.0,5.2,1,5.0,No,Fiber optic,Yes,No,No,Yes,Yes
CID000546,28,Male,99600.0,Suburban,One Year,Mailed check,41.99,629.93,15,174.0,3.6,0,,Yes,Fiber optic,No,No,No,No,No
CID000547,48,Male,62700.0,Urban,Month-to-Month,Bank transfer,55.72,4342.26,78,258.0,20.0,3,3.0,Yes,Fiber optic,Yes,No,No,No,Yes
CID000548,36,Male,,Suburban,Month-to-Month,Electronic check,79.43,83.09,1,233.0,52.9,1,1.0,Yes,Fiber optic,No,No,No,No,No
CID000549,45,Female,49600.0,Rural,Month-to-Month,Electronic check,68.8,67.3,1,248.0,56.9,2,1.0,No,Fiber optic,No,No,Yes,No,Yes
CID000550,30,Female,151100.0,Rural,Month-to-Month,Electronic check,64.8,3360.42,53,133.0,,4,,No,Fiber optic,No,No,Yes,No,No
CID000551,41,Male,67700.0,Urban,Month-to-Month,Electronic check,46.23,2294.03,48,113.0,21.8,1,4.0,Yes,No,No,No,No,No,Yes
CID000552,37,Male,29200.0,Suburban,Two Year,Bank transfer,59.61,825.53,14,119.0,18.9,0,5.0,Yes,Fiber optic,Yes,No,Yes,Yes,No
CID000553,57,Male,218300.0,Suburban,Month-to-Month,Bank transfer,36.99,2478.79,70,141.0,11.7,2,5.0,No,DSL,No,No,No,No,No
CID000554,43,Female,119800.0,Suburban,Month-to-Month,Bank transfer,87.53,961.03,11,342.0,1.1,4,4.0,No,No,No,No,No,No,No
CID000555,45,Male,55000.0,Suburban,Month-to-Month,Electronic check,71.02,285.51,4,164.0,,2,3.0,Yes,Fiber optic,No,Yes,Yes,No,Yes
CID000556,33,Female,99600.0,Urban,Month-to-Month,Electronic check,71.33,2958.95,41,71.0,188.7,0,4.0,No,DSL,Yes,No,No,Yes,No
CID000557,32,Female,45100.0,Urban,Month-to-Month,Electronic check,69.01,1478.0,22,158.0,63.4,2,,Yes,Fiber optic,No,No,No,No,No
CID000558,33,Male,107000.0,Suburban,Month-to-Month,Mailed check,52.71,1269.7,23,216.0,67.6,1,4.0,No,Fiber optic,Yes,No,Yes,No,Yes
CID000559,45,Female,11200.0,Suburban,Month-to-Month,Mailed check,69.3,3618.07,51,120.0,10.1,2,5.0,No,Fiber optic,Yes,No,Yes,No,No
CID000560,33,Female,29300.0,Urban,Month-to-Month,Electronic check,77.31,2923.44,37,195.0,2.6,2,4.0,No,Fiber optic,No,No,No,No,No
CID000561,44,Female,118800.0,Urban,One Year,Credit card,66.18,6452.88,94,322.0,51.3,2,4.0,Yes,Fiber optic,Yes,Yes,No,No,No
CID000562,71,Male,50300.0,Suburban,Month-to-Month,Electronic check,68.0,777.33,12,256.0,36.1,3,5.0,No,Fiber optic,Yes,Yes,No,No,Yes
CID000563,53,Male,69200.0,Urban,Month-to-Month,Credit card,67.74,68.51,1,131.0,12.4,1,4.0,No,Fiber optic,Yes,No,No,No,No
CID000564,35,Male,23300.0,Urban,One Year,Electronic check,58.19,60.04,1,237.0,44.8,1,,Yes,DSL,No,Yes,No,No,No
CID000565,58,Male,218300.0,Urban,Month-to-Month,Credit card,64.88,61.86,1,224.0,3.7,2,2.0,No,No,No,No,No,No,Yes
CID000566,33,Male,,Urban,One Year,Electronic check,33.53,171.94,5,192.0,26.3,1,5.0,Yes,Fiber optic,No,Yes,No,Yes,Yes
CID000567,18,Male,52000.0,Suburban,One Year,Credit card,52.19,437.97,8,265.0,76.6,2,,No,DSL,Yes,No,No,Yes,Yes
CID000568,24,Female,45100.0,Urban,Month-to-Month,Electronic check,49.22,447.12,9,355.0,60.3,0,5.0,Yes,DSL,No,No,Yes,Yes,No
CID000569,18,Male,123100.0,Urban,Month-to-Month,Electronic check,66.76,198.77,3,,35.8,2,5.0,Yes,Fiber optic,Yes,No,No,Yes,Yes
CID000570,34,Male,239800.0,Urban,Two Year,Electronic check,40.83,243.84,6,85.0,7.8,1,5.0,No,Fiber optic,Yes,No,No,No,No
CID000571,40,Male,,Urban,One Year,Credit card,65.17,729.74,11,198.0,2.7,1,4.0,Yes,DSL,No,No,Yes,No,No
CID000572,65,Female,,Suburban,Two Year,Credit card,61.88,1744.76,28,126.0,9.8,2,4.0,No,No,No,No,No,No,No
CID000573,44,Female,31400.0,Urban,Month-to-Month,Electronic check,63.61,1570.54,24,323.0,24.0,3,5.0,Yes,Fiber optic,No,No,Yes,No,No
CID000574,36,Male,33700.0,Suburban,Month-to-Month,Bank transfer,75.44,3368.2,45,97.0,9.5,1,3.0,No,DSL,No,No,Yes,Yes,No
CID000575,52,Male,26000.0,Urban,Two Year,Mailed check,45.27,1975.41,44,243.0,13.3,3,4.0,No,Fiber optic,No,Yes,No,No,No
CID000576,18,Female,81600.0,Urban,Month-to-Month,Electronic check,67.93,278.4,4,98.0,12.9,2,,Yes,No,No,No,No,No,Yes
CID000577,43,Male,67700.0,Urban,Two Year,Electronic check,63.61,1355.25,21,95.0,10.2,1,4.0,No,Fiber optic,Yes,No,Yes,Yes,No
CID000578,51,Male,53800.0,Urban,Month-to-Month,Credit card,39.09,281.24,7,124.0,64.2,3,5.0,No,DSL,No,No,No,Yes,No
CID000579,18,Male,105500.0,Suburban,Two Year,Mailed check,43.26,314.54,7,116.0,9.6,2,5.0,No,DSL,No,No,Yes,No,Yes
CID000580,57,Male,141900.0,Suburban,Month-to-Month,Electronic check,72.11,211.21,3,86.0,126.0,3,5.0,No,Fiber optic,No,Yes,Yes,Yes,Yes
CID000581,45,Male,20600.0,Rural,Month-to-Month,Electronic check,66.66,3925.62,60,312.0,5.9,2,2.0,Yes,DSL,Yes,No,Yes,No,Yes
CID000582,33,Female,39400.0,Urban,Two Year,Electronic check,46.25,510.12,11,312.0,51.5,1,5.0,No,DSL,No,No,No,Yes,Yes
CID000583,49,Female,106300.0,Urban,Month-to-Month,Mailed check,46.4,3774.99,78,116.0,33.0,2,4.0,Yes,Fiber optic,No,No,Yes,No,No
CID000584,74,Male,43200.0,Urban,Month-to-Month,Electronic check,78.65,731.54,9,324.0,27.6,2,4.0,No,No,No,No,No,No,No
CID000585,42,Female,34200.0,Suburban,Month-to-Month,Mailed check,67.98,813.19,12,217.0,14.7,5,5.0,No,No,No,No,No,No,No
CID000586,43,Male,122100.0,Urban,One Year,Electronic check,69.64,140.3,2,95.0,42.4,2,,No,No,No,No,No,No,No
CID000587,33,Male,24300.0,Urban,Two Year,Electronic check,60.39,4378.72,71,308.0,16.9,5,5.0,Yes,DSL,No,No,Yes,No,Yes
CID000588,27,Female,48500.0,Urban,Month-to-Month,Electronic check,69.16,831.8,12,379.0,3.6,1,4.0,Yes,DSL,Yes,No,Yes,No,No
CID000589,52,Female,75400.0,Urban,Month-to-Month,Credit card,96.51,370.54,4,159.0,8.2,2,3.0,No,Fiber optic,Yes,No,Yes,Yes,Yes
CID000590,27,Male,40100.0,Rural,Month-to-Month,Electronic check,90.91,537.43,6,97.0,5.0,3,4.0,Yes,Fiber optic,No,Yes,Yes,No,No
CID000591,41,Male,103600.0,Suburban,One Year,Credit card,53.45,51.03,1,220.0,21.1,2,5.0,Yes,Fiber optic,Yes,No,Yes,No,No
CID000592,32,Female,40200.0,Suburban,Month-to-Month,Electronic check,99.29,100.98,1,60.0,26.6,3,4.0,No,DSL,No,No,No,Yes,Yes
CID000593,47,Female,,Suburban,Month-to-Month,Mailed check,83.12,81.77,1,166.0,10.2,1,4.0,No,DSL,No,No,No,Yes,Yes
CID000594,45,Female,54800.0,Suburban,Month-to-Month,Electronic check,95.56,978.38,10,133.0,1.0,4,3.0,Yes,No,No,No,No,No,Yes
CID000595,55,Male,95800.0,Urban,Month-to-Month,Bank transfer,33.43,497.93,15,82.0,26.9,0,4.0,Yes,Fiber optic,No,No,No,No,Yes
